"","ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","AccErrorTotal","MathCorrect","MathDuration","MathErrorTotal","mathtime.Block.","OSPAN","OSPAN.Cycle","OSPAN.Sample","OspanAbsoluteScore","OspanPartialScore","OspanPartialScoreBlock1","OspanPartialScoreBlock2","OspanPartialScoreBlock3","OspanScore","OspanTotal","Procedure.Block.","Running.Block.","SpeedErrorTotal","Trial","answer","BlockList1","BlockList1.Cycle","BlockList1.Sample","BlockList2","BlockList2.Cycle","BlockList2.Sample","BlockList3","BlockList3.Cycle","BlockList3.Sample","CorrectAnswer.Trial.","CorrectAnswerRecord.Trial.","correctResp","LetterPracticeList","LetterPracticeList.Cycle","LetterPracticeList.Sample","math.ACC","math.RT","MathPracticeList","MathPracticeList.Cycle","MathPracticeList.Sample","mathProblems","mathtime.Trial.","numberwrong","PracticeMode","PracticeOSPANlist","PracticeOSPANlist.Cycle","PracticeOSPANlist.Sample","problem","problem.RT","problems","Procedure.Trial.","ReadyForTrial.ACC","ReadyForTrial.RT","Running.Trial.","setlength","setsi","setsize1","setsize2","setsize3","setsz","sizeset","SpanScore.Trial.","SpanTotal.Trial.","SubTrial","CorrectAnswer.SubTrial.","correctAnswerPercentage","correctAnswerPercentage1","correctAnswerPercentage2","CorrectAnswerRecord.SubTrial.","difficulty","letters","lettershow","letterstimuli","MathCorr","operations","operations1","operations2","percrand","PracticeLetterList","practicelist","practicelist.Cycle","practicelist.Sample","practicerecall","practicerecall.Cycle","practicerecall.Sample","Procedure.SubTrial.","randomnumber","randomnumber1","randomnumber2","recalList","recalList.Cycle","recalList.Sample","recalList1","recalList1.Cycle","recalList1.Sample","recalList2","recalList2.Cycle","recalList2.Sample","ResponseRecord","Running.SubTrial.","secondOperation","secondOperation1","secondOperation2","showcorrect","SpanScore.SubTrial.","SpanTotal.SubTrial.","SpanTotalBlock1","SpanTotalBlock2","SpanTotalBlock3","stims","stims1","stims2","Tones","TrialList","TrialList.Cycle","TrialList.Sample","TrialList1","TrialList1.Cycle","TrialList1.Sample","TrialList2","TrialList2.Cycle","TrialList2.Sample","Subject.1","Response.Type","Strategy.RESP"
"4951","Tone Span Fall2017_itemScoring",535,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-17T16:56:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">1244840104151</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-17T16:56:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-535-1",59.731,"1.0.0.166",1,-700229525,"Professional","2.0.10.353","2.0.10.353","10/17/17","10/17/17 16:56","11:56:00","2.0.10.248",4,3,77,NA,3,3499.233766,5,1,4,18,44,17,12,15,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10153,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,5,NA,NA,"MLH",2,NA,NA,"M",TRUE,47,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"535","EMAILED "," I just sang the notes to myself, and came up with rhymes to remember the sequences sometimes. With the math, I just made sure not to overthink what I was doing."
"5041","Tone Span Fall2017_itemScoring",536,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-17T17:03:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822949</Frequency><Timestamp dt:dt=""r8"">1200157393582</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-17T17:03:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-536-1",62.499,"1.0.0.174",1,1862052321,"Professional","2.0.10.353","2.0.10.353","10/17/17","10/17/17 17:03","12:03:14","2.0.10.248",4,4,76,NA,5,3853.828947,5,1,4,49,69,22,22,25,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9654,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"LHMHL",2,NA,NA,"L",FALSE,48,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",8,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"536","NO RESPONSE",""
"5131","Tone Span Fall2017_itemScoring",537,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-17T17:15:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">1265204557540</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-17T17:15:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-537-1",60.03,"1.0.0.172",1,-1810444150,"","2.0.10.242","2.0.10.242","10/17/17","10/17/17 17:15","12:15:17","2.0.10.147",4,6,74,NA,7,5294.945946,5,1,4,32,50,19,16,15,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12086,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,5,NA,NA,"HLM",1,NA,NA,"H",TRUE,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"537","EMAILED "," I made a finger stand for each high, low, or medium sound, and I would move my finger in a different position every time the pitch was played, to remember the number of times each pitch was played. Then I just focused on memorizing the order of the tunes. "
"5221","Tone Span Fall2017_itemScoring",538,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-17T20:43:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">1283324202787</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-17T20:43:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-538-1",59.731,"1.0.0.166",1,-870479356,"Professional","2.0.10.353","2.0.10.353","10/17/17","10/17/17 20:43","15:43:13","2.0.10.248",4,4,76,NA,5,2423.421053,5,1,4,17,52,14,19,19,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5664,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"HMLLH",1,NA,NA,"H",FALSE,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",6,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"538","NO RESPONSE",""
"5311","Tone Span Fall2017_itemScoring",539,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-17T20:42:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822949</Frequency><Timestamp dt:dt=""r8"">1237238961200</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-17T20:42:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-539-1",62.499,"1.0.0.174",1,288949118,"Professional","2.0.10.353","2.0.10.353","10/17/17","10/17/17 20:42","15:42:11","2.0.10.248",4,7,70,NA,10,2998.842857,5,1,4,57,66,17,24,25,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMHLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5643,2,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,5,NA,NA,"HLMHLMH",1,NA,NA,"H",TRUE,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"539","NO RESPONSE",""
"5401","Tone Span Fall2017_itemScoring",540,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-18T17:39:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">2846135146</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-18T17:39:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-540-1",59.73,"1.0.0.166",1,-1448284877,"Professional","2.0.10.353","2.0.10.353","10/18/17","10/18/17 17:39","12:39:28","2.0.10.248",4,2,78,NA,3,2759.307692,5,1,4,48,67,21,23,23,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHMLHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5155,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,2,NA,NA,"LMHMLHH",1,NA,NA,"L",TRUE,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"540","NO RESPONSE",""
"5491","Tone Span Fall2017_itemScoring",541,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-18T17:37:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">2442452273</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-18T17:37:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-541-1",60.026,"1.0.0.172",1,-1851976957,"","2.0.10.242","2.0.10.242","10/18/17","10/18/17 17:37","12:37:26","2.0.10.147",4,0,80,NA,1,2073.6375,5,1,4,31,57,19,19,19,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4572,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,8,NA,NA,"MHL",2,NA,NA,"M",FALSE,44,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",6,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"541","NO RESPONSE",""
"5581","Tone Span Fall2017_itemScoring",542,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-18T17:40:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">2077509186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-18T17:40:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-542-1",62.496,"1.0.0.174",1,2078045810,"Professional","2.0.10.353","2.0.10.353","10/18/17","10/18/17 17:40","12:40:31","2.0.10.248",4,3,76,NA,4,4536.026316,5,1,4,68,74,24,25,25,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLHMM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21897,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,2,NA,NA,"HMLLHMM",1,NA,NA,"H",TRUE,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",2,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"542","NO RESPONSE",""
"5671","Tone Span Fall2017_itemScoring",543,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-18T19:43:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">23935345888</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-18T19:43:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-543-1",59.73,"1.0.0.166",1,-1833922017,"Professional","2.0.10.353","2.0.10.353","10/18/17","10/18/17 19:43","14:43:58","2.0.10.248",4,3,74,NA,6,3001.5,5,1,4,7,30,10,11,9,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6054,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,9,NA,NA,"MLHHML",1,NA,NA,"M",FALSE,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",6,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"543","NO RESPONSE",""
"5761","Tone Span Fall2017_itemScoring",544,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-18T19:44:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">23270675012</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-18T19:44:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-544-1",60.026,"1.0.0.172",1,1796384728,"","2.0.10.242","2.0.10.242","10/18/17","10/18/17 19:44","14:44:43","2.0.10.147",4,1,79,NA,1,1835.949367,5,1,4,30,52,14,21,17,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3675,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,9,NA,NA,"MLHM",1,NA,NA,"M",FALSE,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",15,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"544","NO RESPONSE",""
"5851","Tone Span Fall2017_itemScoring",545,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-23T17:40:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">1181186788002</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-23T17:40:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-545-1",60.026,"1.0.0.172",1,71321510,"","2.0.10.242","2.0.10.242","10/23/17","10/23/17 17:40","12:40:09","2.0.10.147",4,7,72,NA,8,3479.333333,5,1,4,51,65,23,21,21,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8266,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,5,NA,NA,"LMHML",1,NA,NA,"L",TRUE,36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"545","NO RESPONSE",""
"5941","Tone Span Fall2017_itemScoring",546,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-25T17:42:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">2721332786</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-25T17:42:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-546-1",59.73,"1.0.0.174",1,-1573061299,"Professional","2.0.10.353","2.0.10.353","10/25/17","10/25/17 17:42","12:42:46","2.0.10.248",4,4,74,NA,6,2323.527027,5,1,4,4,24,10,7,7,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4509,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,6,NA,NA,"MHLHM",2,NA,NA,"M",FALSE,39,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"546","EMAILED "," I would just remember the first letter of each tone type and keep repeating that in my head as I solved the math problems."
"6031","Tone Span Fall2017_itemScoring",547,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-25T17:41:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">2366153155</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-25T17:41:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-547-1",60.028,"1.0.0.172",1,-1928286871,"","2.0.10.242","2.0.10.242","10/25/17","10/25/17 17:41","12:41:22","2.0.10.147",4,11,68,NA,13,2152.220588,5,1,4,21,43,16,8,19,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4839,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,2,NA,NA,"HLMLM",1,NA,NA,"H",TRUE,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",18,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"547","EMAILED "," A few strategies I used in the experiment were audiating the pitches in my head as if i were simply remembering my favorite song as i did the math. It was very relaxed as to avoid the stress of """"trying"""" to remember something."
"6121","Tone Span Fall2017_itemScoring",548,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-26T17:12:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">3345059092</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-26T17:12:17Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-548-1",60.031,"1.0.0.172",1,-949560973,"","2.0.10.242","2.0.10.242","10/26/17","10/26/17 17:12","12:12:17","2.0.10.147",4,8,72,NA,9,4185.597222,5,1,4,51,61,19,17,25,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11793,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,8,NA,NA,"MHLMLH",1,NA,NA,"M",FALSE,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",7,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"548","NO RESPONSE",""
"6211","Tone Span Fall2017_itemScoring",549,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-26T17:06:32Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822998</Frequency><Timestamp dt:dt=""r8"">2857603727</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-26T17:06:32Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-549-1",59.731,"1.0.0.174",1,-1436995559,"Professional","2.0.10.353","2.0.10.353","10/26/17","10/26/17 17:06","12:06:32","2.0.10.248",4,7,72,NA,8,2248.041667,5,1,4,61,72,24,25,23,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4649,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,3,NA,NA,"MLHMLH",1,NA,NA,"M",TRUE,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"549","EMAILED "," Some strategies I used for remembering tone while solving math equations were repeating the tones in order in my head over and over until I came to the screen where I input them and did so to the best of my knowledge."
